id_usuario;variante;convirtio;dispositivo;pais;duracion_sesion;timestamp
exp_user_2746;tratamiento;1;desktop;Colombia;217.3;5/04/2025
exp_user_2747;tratamiento;0;mobile;Mexico;23.25;6/02/2025
exp_user_2748;control;0;desktop;Argentina;89.19;26/02/2025
exp_user_2749;tratamiento;0;desktop;Argentina;238.76;23/06/2025
exp_user_2750;tratamiento;0;mobile;Argentina;45.9;10/03/2025
exp_user_2751;control;1;mobile;Argentina;40.37;25/01/2025
exp_user_2752;tratamiento;0;desktop;Mexico;33.34;1/01/2025
exp_user_2753;control;0;mobile;Colombia;248.42;10/01/2025
exp_user_2754;control;0;desktop;Colombia;70.41;6/05/2025
exp_user_2755;tratamiento;0;desktop;Argentina;182.49;28/01/2025
exp_user_2756;control;0;mobile;Mexico;267.47;25/05/2025
exp_user_2757;control;0;desktop;Colombia;156.34;1/04/2025
exp_user_2758;control;0;mobile;Colombia;29.17;11/04/2025
exp_user_2759;control;0;desktop;Argentina;127.73;15/04/2025
exp_user_2760;control;1;mobile;Colombia;125.98;21/03/2025
exp_user_2761;control;0;mobile;Mexico;30.77;26/04/2025
exp_user_2762;control;0;mobile;Mexico;64.32;23/03/2025
exp_user_2763;tratamiento;0;desktop;Argentina;138.06;7/03/2025
exp_user_2764;control;1;desktop;Colombia;206.54;6/02/2025
exp_user_2765;control;0;desktop;Colombia;193.97;14/01/2025
exp_user_2766;tratamiento;0;mobile;Mexico;175.87;22/03/2025
exp_user_2767;control;0;desktop;Colombia;205.45;16/05/2025
exp_user_2768;control;0;desktop;Colombia;69.02;2/03/2025
exp_user_2769;control;0;mobile;Argentina;271.59;2/05/2025
exp_user_2770;control;0;mobile;Mexico;175.02;2/06/2025
exp_user_2771;control;0;desktop;Mexico;61.21;20/05/2025
exp_user_2772;control;0;desktop;Argentina;188.97;31/05/2025
exp_user_2773;control;0;mobile;Argentina;169.77;9/04/2025
exp_user_2774;control;0;mobile;Argentina;116.1;11/03/2025
exp_user_2775;tratamiento;0;desktop;Colombia;161.07;2/04/2025
exp_user_2776;control;0;desktop;Mexico;77.57;20/05/2025
exp_user_2777;control;1;mobile;Mexico;177.56;10/05/2025
exp_user_2778;control;1;desktop;Argentina;232.16;28/01/2025
exp_user_2779;control;0;desktop;Colombia;41.39;25/02/2025
exp_user_2780;tratamiento;0;mobile;Argentina;129.47;27/05/2025
exp_user_2781;control;0;desktop;Colombia;181.45;28/03/2025
exp_user_2782;tratamiento;0;desktop;Mexico;91.11;31/01/2025
exp_user_2783;control;0;mobile;Argentina;162.71;29/06/2025
exp_user_2784;control;0;desktop;Mexico;37.85;2/04/2025
exp_user_2785;control;1;desktop;Colombia;194.39;30/01/2025
exp_user_2786;tratamiento;0;mobile;Argentina;78.29;19/03/2025
exp_user_2787;control;0;mobile;Argentina;184.67;31/03/2025
exp_user_2788;tratamiento;0;mobile;Mexico;141.29;5/05/2025
exp_user_2789;tratamiento;0;desktop;Argentina;258.39;17/03/2025
exp_user_2790;tratamiento;0;mobile;Mexico;126.39;17/01/2025
exp_user_2791;control;0;desktop;Colombia;224.77;15/02/2025
exp_user_2792;tratamiento;0;mobile;Colombia;194.95;22/06/2025
exp_user_2793;tratamiento;0;desktop;Colombia;95.67;15/01/2025
exp_user_2794;tratamiento;0;mobile;Colombia;267.84;27/04/2025
exp_user_2795;tratamiento;1;mobile;Argentina;63.68;27/04/2025
exp_user_2796;control;0;desktop;Mexico;225.51;25/03/2025
exp_user_2797;tratamiento;0;desktop;Mexico;160.29;26/03/2025
exp_user_2798;tratamiento;1;mobile;Argentina;133.31;13/01/2025
exp_user_2799;control;0;desktop;Colombia;37.15;21/06/2025
exp_user_2800;tratamiento;0;desktop;Colombia;175.57;26/03/2025
exp_user_2801;tratamiento;0;mobile;Mexico;225.58;12/01/2025
exp_user_2802;tratamiento;0;desktop;Mexico;97.28;22/04/2025
exp_user_2803;tratamiento;1;desktop;Colombia;220.63;14/02/2025
exp_user_2804;tratamiento;0;desktop;Mexico;20.74;4/01/2025
exp_user_2805;control;0;desktop;Colombia;287.4;18/03/2025
exp_user_2806;tratamiento;0;desktop;Mexico;169.55;17/01/2025
exp_user_2807;tratamiento;1;desktop;Colombia;162.79;22/06/2025
exp_user_2808;control;0;mobile;Colombia;220.3;10/02/2025
exp_user_2809;control;1;desktop;Mexico;297.74;30/04/2025
exp_user_2810;tratamiento;0;desktop;Mexico;125.17;26/04/2025
exp_user_2811;tratamiento;0;desktop;Colombia;129.05;20/03/2025
exp_user_2812;tratamiento;0;desktop;Argentina;163.1;29/03/2025
exp_user_2813;tratamiento;0;mobile;Mexico;189.94;2/03/2025
exp_user_2814;tratamiento;0;desktop;Colombia;108.34;15/04/2025
exp_user_2815;control;0;desktop;Colombia;231.23;28/04/2025
exp_user_2816;tratamiento;1;mobile;Mexico;133.1;28/02/2025
exp_user_2817;control;0;mobile;Colombia;232.57;11/03/2025
exp_user_2818;tratamiento;0;mobile;Argentina;162.74;26/03/2025
exp_user_2819;control;0;mobile;Argentina;78.36;21/02/2025
exp_user_2820;tratamiento;1;desktop;Mexico;34.9;27/01/2025
exp_user_2821;control;1;mobile;Colombia;258.17;8/02/2025
exp_user_2822;control;0;desktop;Colombia;115.11;17/03/2025
exp_user_2823;tratamiento;0;desktop;Mexico;68.38;2/04/2025
exp_user_2824;control;0;desktop;Colombia;287.98;22/01/2025
exp_user_2825;control;0;mobile;Colombia;226.58;20/03/2025
exp_user_2826;control;0;desktop;Mexico;36.98;10/04/2025
exp_user_2827;tratamiento;0;desktop;Argentina;264.11;5/06/2025
exp_user_2828;tratamiento;1;desktop;Mexico;209.7;11/06/2025
exp_user_2829;tratamiento;0;desktop;Argentina;173.53;26/03/2025
exp_user_2830;tratamiento;0;mobile;Colombia;223.69;6/03/2025
exp_user_2831;tratamiento;0;mobile;Mexico;84.37;9/06/2025
exp_user_2832;control;0;desktop;Mexico;276.08;17/02/2025
exp_user_2833;control;0;desktop;Argentina;177.77;20/04/2025
exp_user_2834;control;0;desktop;Colombia;142.62;17/01/2025
exp_user_2835;tratamiento;0;desktop;Argentina;121.42;13/06/2025
exp_user_2836;tratamiento;0;desktop;Mexico;124.72;13/01/2025
exp_user_2837;control;0;mobile;Colombia;80.12;27/01/2025
exp_user_2838;control;0;desktop;Argentina;106.76;6/04/2025
exp_user_2839;control;0;mobile;Colombia;256.74;15/05/2025
exp_user_2840;tratamiento;0;mobile;Colombia;201.05;11/02/2025
exp_user_2841;tratamiento;0;mobile;Argentina;97.12;1/04/2025
exp_user_2842;control;0;desktop;Colombia;276.91;29/03/2025
exp_user_2843;control;0;mobile;Argentina;162.18;27/01/2025
exp_user_2844;tratamiento;0;desktop;Mexico;232.97;24/04/2025
exp_user_2845;tratamiento;1;desktop;Argentina;249.26;24/01/2025
exp_user_2846;control;0;mobile;Mexico;160.28;28/03/2025
exp_user_2847;tratamiento;0;mobile;Mexico;297.05;18/06/2025
exp_user_2848;control;0;mobile;Mexico;287.22;27/04/2025
exp_user_2849;control;1;desktop;Mexico;259.69;9/06/2025
exp_user_2850;control;1;desktop;Mexico;44.36;8/01/2025
exp_user_2851;control;0;desktop;Argentina;32.08;6/03/2025
exp_user_2852;control;0;mobile;Colombia;25.62;8/02/2025
exp_user_2853;control;0;mobile;Mexico;258.92;21/04/2025
exp_user_2854;control;0;mobile;Mexico;285.73;16/01/2025
exp_user_2855;control;0;desktop;Argentina;297.75;11/01/2025
exp_user_2856;tratamiento;0;desktop;Argentina;254.82;27/06/2025
exp_user_2857;tratamiento;0;desktop;Argentina;135.01;2/03/2025
exp_user_2858;control;0;mobile;Mexico;122.44;2/05/2025
exp_user_2859;tratamiento;0;desktop;Mexico;150.65;9/04/2025
exp_user_2860;control;0;mobile;Mexico;197.65;31/01/2025
exp_user_2861;tratamiento;0;desktop;Mexico;207.92;9/02/2025
exp_user_2862;tratamiento;0;mobile;Mexico;118.49;7/04/2025
exp_user_2863;tratamiento;1;mobile;Colombia;247.18;16/04/2025
exp_user_2864;control;0;desktop;Colombia;279.48;21/05/2025
exp_user_2865;tratamiento;0;mobile;Argentina;68.69;28/02/2025
exp_user_2866;control;0;mobile;Argentina;281.69;16/06/2025
exp_user_2867;control;0;mobile;Mexico;293.39;21/05/2025
exp_user_2868;tratamiento;0;mobile;Colombia;34.66;19/02/2025
exp_user_2869;tratamiento;0;desktop;Mexico;237.16;22/03/2025
exp_user_2870;control;0;mobile;Mexico;33.34;12/04/2025
exp_user_2871;control;0;mobile;Colombia;105.24;4/04/2025
exp_user_2872;control;0;desktop;Mexico;27.06;20/01/2025
exp_user_2873;tratamiento;0;mobile;Mexico;188.21;13/02/2025
exp_user_2874;tratamiento;0;desktop;Argentina;240.68;27/02/2025
exp_user_2875;control;0;desktop;Argentina;137.61;12/02/2025
exp_user_2876;tratamiento;0;desktop;Mexico;75.98;1/04/2025
exp_user_2877;tratamiento;0;mobile;Mexico;59.19;13/04/2025
exp_user_2878;control;0;mobile;Argentina;41.13;10/03/2025
exp_user_2879;control;0;mobile;Argentina;64.69;31/05/2025
exp_user_2880;tratamiento;1;desktop;Argentina;277.04;25/06/2025
exp_user_2881;control;1;mobile;Colombia;296.85;3/05/2025
exp_user_2882;tratamiento;0;desktop;Argentina;149.85;9/01/2025
exp_user_2883;control;0;desktop;Colombia;223.6;3/01/2025
exp_user_2884;control;0;desktop;Mexico;112.46;8/02/2025
exp_user_2885;control;0;mobile;Argentina;236.03;25/06/2025
exp_user_2886;tratamiento;0;desktop;Argentina;109.7;10/01/2025
exp_user_2887;control;0;desktop;Colombia;101.18;25/04/2025
exp_user_2888;control;1;desktop;Argentina;200.33;22/02/2025
exp_user_2889;tratamiento;0;mobile;Mexico;118.09;8/01/2025
exp_user_2890;tratamiento;0;desktop;Argentina;242.43;21/04/2025
exp_user_2891;control;0;mobile;Argentina;73.5;29/05/2025
exp_user_2892;control;0;desktop;Colombia;63.8;28/06/2025
exp_user_2893;tratamiento;0;desktop;Argentina;143.46;20/03/2025
exp_user_2894;tratamiento;0;mobile;Colombia;186.38;4/05/2025
exp_user_2895;tratamiento;0;desktop;Mexico;252.96;9/05/2025
exp_user_2896;control;0;mobile;Argentina;67.42;25/05/2025
exp_user_2897;control;0;mobile;Argentina;279.1;8/03/2025
exp_user_2898;tratamiento;0;mobile;Colombia;184.45;7/03/2025
exp_user_2899;tratamiento;0;mobile;Mexico;58.82;27/01/2025
exp_user_2900;control;1;mobile;Mexico;53.76;19/06/2025
exp_user_2901;control;0;desktop;Colombia;39.59;4/05/2025
exp_user_2902;control;0;desktop;Mexico;194.74;1/06/2025
exp_user_2903;control;0;desktop;Mexico;231;22/02/2025
exp_user_2904;control;0;desktop;Mexico;70.89;6/02/2025
exp_user_2905;control;0;mobile;Colombia;294;10/03/2025
exp_user_2906;tratamiento;0;desktop;Colombia;194.15;22/06/2025
exp_user_2907;control;0;desktop;Argentina;41.42;19/06/2025
exp_user_2908;control;0;desktop;Argentina;202.37;21/05/2025
exp_user_2909;tratamiento;0;desktop;Mexico;252.04;19/03/2025
exp_user_2910;tratamiento;0;desktop;Colombia;194.66;27/03/2025
exp_user_2911;control;0;desktop;Argentina;164.62;15/02/2025
exp_user_2912;tratamiento;1;mobile;Mexico;157.05;15/05/2025
exp_user_2913;control;0;mobile;Mexico;81.29;13/03/2025
exp_user_2914;tratamiento;0;mobile;Argentina;232.62;9/04/2025
exp_user_2915;control;0;mobile;Argentina;240.58;14/01/2025
exp_user_2916;control;0;mobile;Colombia;185.01;29/03/2025
exp_user_2917;control;1;desktop;Argentina;163.13;16/03/2025
exp_user_2918;control;0;mobile;Colombia;228.04;3/04/2025
exp_user_2919;tratamiento;1;desktop;Mexico;278.2;17/03/2025
exp_user_2920;tratamiento;1;desktop;Argentina;153.12;6/06/2025
exp_user_2921;tratamiento;0;desktop;Colombia;240.54;31/01/2025
exp_user_2922;control;0;desktop;Colombia;153;4/04/2025
exp_user_2923;tratamiento;1;mobile;Mexico;274.36;10/01/2025
exp_user_2924;control;0;desktop;Colombia;31.4;6/06/2025
exp_user_2925;tratamiento;0;desktop;Colombia;135.83;3/06/2025
exp_user_2926;tratamiento;0;desktop;Mexico;115.9;8/01/2025
exp_user_2927;control;1;mobile;Mexico;206.37;2/01/2025
exp_user_2928;tratamiento;0;mobile;Mexico;20.7;15/04/2025
exp_user_2929;tratamiento;0;mobile;Mexico;288.27;18/06/2025
exp_user_2930;tratamiento;0;desktop;Argentina;225.54;23/01/2025
exp_user_2931;tratamiento;0;mobile;Argentina;274.55;19/05/2025
exp_user_2932;control;0;mobile;Argentina;195.25;13/05/2025
exp_user_2933;tratamiento;0;desktop;Colombia;299.19;9/05/2025
exp_user_2934;tratamiento;0;desktop;Argentina;155.13;8/02/2025
exp_user_2935;control;0;desktop;Mexico;37.68;26/02/2025
exp_user_2936;tratamiento;1;mobile;Mexico;226.34;8/04/2025
exp_user_2937;tratamiento;0;mobile;Mexico;31.12;11/03/2025
exp_user_2938;tratamiento;0;desktop;Mexico;112.19;15/06/2025
exp_user_2939;control;0;desktop;Mexico;146.24;15/04/2025
exp_user_2940;tratamiento;0;desktop;Mexico;111.34;3/02/2025
exp_user_2941;control;0;mobile;Colombia;215.57;31/01/2025
exp_user_2942;tratamiento;1;mobile;Mexico;80.72;14/06/2025
exp_user_2943;control;0;desktop;Colombia;49.45;3/05/2025
exp_user_2944;tratamiento;0;desktop;Mexico;44.14;16/02/2025
exp_user_2945;control;1;mobile;Colombia;109.2;4/06/2025
exp_user_2946;tratamiento;0;mobile;Mexico;207.5;19/01/2025
exp_user_2947;control;0;mobile;Colombia;113.88;11/04/2025
exp_user_2948;tratamiento;0;mobile;Colombia;86.05;29/03/2025
exp_user_2949;tratamiento;0;desktop;Colombia;247.6;24/01/2025
exp_user_2950;tratamiento;0;desktop;Argentina;295.94;10/06/2025
exp_user_2951;control;0;desktop;Colombia;57.3;23/01/2025
exp_user_2952;tratamiento;0;desktop;Argentina;198.19;27/03/2025
exp_user_2953;control;0;desktop;Colombia;98.87;10/05/2025
exp_user_2954;tratamiento;0;desktop;Argentina;185.41;20/01/2025
exp_user_2955;tratamiento;0;mobile;Colombia;214.86;12/05/2025
exp_user_2956;control;0;mobile;Colombia;214.99;24/04/2025
exp_user_2957;tratamiento;0;desktop;Argentina;126.88;13/01/2025
exp_user_2958;tratamiento;0;mobile;Colombia;158.08;22/04/2025
exp_user_2959;control;0;desktop;Colombia;203.35;29/01/2025
exp_user_2960;control;0;mobile;Argentina;226.15;12/05/2025
exp_user_2961;tratamiento;0;mobile;Argentina;126.77;10/03/2025
exp_user_2962;tratamiento;0;mobile;Argentina;167.09;3/01/2025
exp_user_2963;tratamiento;0;mobile;Argentina;206.56;9/04/2025
exp_user_2964;tratamiento;0;desktop;Mexico;178.35;27/02/2025
exp_user_2965;tratamiento;0;desktop;Colombia;61.75;4/01/2025
exp_user_2966;control;0;mobile;Colombia;61.04;15/06/2025
exp_user_2967;control;0;mobile;Colombia;148.5;17/02/2025
exp_user_2968;tratamiento;0;mobile;Argentina;280.67;9/04/2025
exp_user_2969;tratamiento;0;mobile;Mexico;124.83;18/02/2025
exp_user_2970;tratamiento;0;mobile;Mexico;222.42;12/04/2025
exp_user_2971;control;0;mobile;Colombia;151.53;11/01/2025
exp_user_2972;tratamiento;0;desktop;Argentina;187.88;4/06/2025
exp_user_2973;tratamiento;1;desktop;Mexico;191.79;2/06/2025
exp_user_2974;control;0;desktop;Mexico;296.92;30/04/2025
exp_user_2975;tratamiento;1;mobile;Argentina;228.09;2/06/2025
exp_user_2976;control;0;mobile;Argentina;26.6;15/03/2025
exp_user_2977;tratamiento;0;mobile;Argentina;190.47;1/04/2025
exp_user_2978;tratamiento;0;mobile;Colombia;215.35;15/02/2025
exp_user_2979;control;0;desktop;Colombia;98.94;27/04/2025
exp_user_2980;tratamiento;0;desktop;Colombia;100.57;14/06/2025
exp_user_2981;control;0;desktop;Colombia;189.5;1/05/2025
exp_user_2982;control;0;desktop;Mexico;76.29;23/01/2025
exp_user_2983;control;0;mobile;Colombia;198.69;24/04/2025
exp_user_2984;control;0;desktop;Colombia;133.13;26/04/2025
exp_user_2985;tratamiento;0;mobile;Colombia;224.09;5/02/2025
exp_user_2986;control;0;mobile;Mexico;120.63;12/01/2025
exp_user_2987;control;0;desktop;Argentina;239.58;15/06/2025
exp_user_2988;tratamiento;0;mobile;Mexico;103.74;27/04/2025
exp_user_2989;control;0;desktop;Mexico;188.93;18/04/2025
exp_user_2990;tratamiento;0;desktop;Argentina;118.08;10/01/2025
exp_user_2991;control;0;mobile;Mexico;68.61;8/06/2025
exp_user_2992;tratamiento;1;mobile;Mexico;121.95;11/06/2025
exp_user_2993;control;0;mobile;Argentina;211.5;12/01/2025
exp_user_2994;tratamiento;0;desktop;Argentina;156.84;13/03/2025
exp_user_2995;control;0;mobile;Mexico;107.1;21/02/2025
exp_user_2996;control;0;mobile;Colombia;240.35;31/05/2025
exp_user_2997;tratamiento;0;desktop;Argentina;206.16;22/01/2025
exp_user_2998;tratamiento;0;mobile;Mexico;285.86;22/03/2025
exp_user_2999;tratamiento;0;mobile;Argentina;162.13;18/05/2025
exp_user_3000;tratamiento;0;mobile;Argentina;121.08;2/04/2025
exp_user_3001;control;1;mobile;Mexico;260.08;21/02/2025
exp_user_3002;control;1;mobile;Mexico;245.56;17/05/2025
exp_user_3003;tratamiento;0;mobile;Mexico;213.16;24/04/2025
exp_user_3004;control;0;desktop;Mexico;145.25;21/05/2025
exp_user_3005;control;0;desktop;Mexico;149.76;12/02/2025
exp_user_3006;tratamiento;0;mobile;Mexico;228.72;21/03/2025
exp_user_3007;control;1;mobile;Argentina;41.76;5/05/2025
exp_user_3008;control;0;mobile;Mexico;102.92;26/03/2025
exp_user_3009;tratamiento;0;desktop;Mexico;200.15;14/03/2025
exp_user_3010;tratamiento;0;desktop;Mexico;50.98;20/05/2025
exp_user_3011;control;0;desktop;Argentina;117.99;16/02/2025
exp_user_3012;tratamiento;0;mobile;Colombia;228.55;6/06/2025
exp_user_3013;control;0;mobile;Mexico;49.67;26/02/2025
exp_user_3014;tratamiento;0;mobile;Argentina;255.17;21/01/2025
exp_user_3015;tratamiento;0;desktop;Colombia;222.45;16/04/2025
exp_user_3016;tratamiento;0;desktop;Mexico;134.68;10/02/2025
exp_user_3017;tratamiento;0;mobile;Argentina;158.05;14/04/2025
exp_user_3018;tratamiento;0;desktop;Mexico;278.88;26/01/2025
exp_user_3019;tratamiento;1;mobile;Mexico;271.8;12/04/2025
exp_user_3020;tratamiento;0;mobile;Mexico;205.26;27/04/2025
exp_user_3021;tratamiento;1;mobile;Argentina;181.09;22/02/2025
exp_user_3022;control;0;desktop;Argentina;220.79;19/03/2025
exp_user_3023;tratamiento;0;desktop;Colombia;26.9;18/04/2025
exp_user_3024;control;0;desktop;Mexico;300;20/01/2025
exp_user_3025;tratamiento;0;mobile;Argentina;137.94;7/01/2025
exp_user_3026;tratamiento;0;desktop;Mexico;253.15;26/03/2025
exp_user_3027;control;0;mobile;Argentina;166.88;19/06/2025
exp_user_3028;control;0;desktop;Mexico;35.6;18/04/2025
exp_user_3029;control;0;desktop;Colombia;21.76;21/06/2025
exp_user_3030;control;0;mobile;Colombia;276.23;5/05/2025
exp_user_3031;tratamiento;0;mobile;Colombia;178.32;15/06/2025
exp_user_3032;control;0;mobile;Colombia;150.05;15/04/2025
exp_user_3033;tratamiento;0;mobile;Mexico;193.18;12/01/2025
exp_user_3034;tratamiento;0;desktop;Colombia;168;3/01/2025
exp_user_3035;tratamiento;1;desktop;Mexico;193.06;28/03/2025
exp_user_3036;tratamiento;0;desktop;Mexico;124.31;24/02/2025
exp_user_3037;tratamiento;0;desktop;Argentina;114.83;18/03/2025
exp_user_3038;control;0;desktop;Argentina;287.77;3/02/2025
exp_user_3039;tratamiento;0;mobile;Colombia;218.66;11/04/2025
exp_user_3040;control;0;mobile;Argentina;287.32;1/06/2025
exp_user_3041;control;0;mobile;Argentina;293.64;8/01/2025
exp_user_3042;control;1;mobile;Mexico;45.71;10/06/2025
exp_user_3043;tratamiento;0;mobile;Mexico;101.68;9/02/2025
exp_user_3044;tratamiento;0;desktop;Colombia;207.34;5/05/2025
exp_user_3045;tratamiento;0;desktop;Mexico;154.72;29/03/2025
exp_user_3046;tratamiento;0;mobile;Argentina;85.57;5/01/2025
exp_user_3047;tratamiento;1;mobile;Colombia;287.93;18/03/2025
exp_user_3048;tratamiento;0;mobile;Argentina;245.4;27/06/2025
exp_user_3049;tratamiento;0;desktop;Mexico;222.11;31/05/2025
exp_user_3050;control;1;mobile;Argentina;174.91;15/03/2025
exp_user_3051;control;0;desktop;Argentina;206.1;24/03/2025
exp_user_3052;control;0;desktop;Mexico;146.04;12/04/2025
exp_user_3053;control;0;desktop;Colombia;271.67;12/01/2025
exp_user_3054;control;0;desktop;Argentina;101.03;5/01/2025
exp_user_3055;tratamiento;0;desktop;Colombia;205.32;21/06/2025
exp_user_3056;control;0;desktop;Colombia;124.27;9/02/2025
exp_user_3057;tratamiento;0;mobile;Mexico;112.67;27/05/2025
exp_user_3058;control;0;mobile;Argentina;233.27;16/06/2025
exp_user_3059;control;0;desktop;Mexico;226.62;7/06/2025
exp_user_3060;control;0;desktop;Mexico;174.02;23/03/2025
exp_user_3061;control;0;mobile;Argentina;172.5;2/04/2025
exp_user_3062;tratamiento;0;mobile;Colombia;136.99;4/01/2025
exp_user_3063;tratamiento;0;desktop;Colombia;135.74;1/03/2025
exp_user_3064;control;0;mobile;Colombia;93.98;9/04/2025
exp_user_3065;control;0;mobile;Colombia;81.77;2/02/2025
exp_user_3066;tratamiento;0;mobile;Mexico;161.45;10/01/2025
exp_user_3067;control;0;desktop;Mexico;32.19;1/06/2025
exp_user_3068;control;0;mobile;Argentina;133.93;10/04/2025
exp_user_3069;tratamiento;0;desktop;Mexico;275.25;16/03/2025
exp_user_3070;tratamiento;0;desktop;Colombia;264.03;27/01/2025
exp_user_3071;tratamiento;0;mobile;Colombia;40.88;7/06/2025
exp_user_3072;tratamiento;0;mobile;Mexico;91.16;23/04/2025
exp_user_3073;tratamiento;0;mobile;Colombia;199.72;1/02/2025
exp_user_3074;tratamiento;0;desktop;Argentina;22.43;23/06/2025
exp_user_3075;tratamiento;0;desktop;Colombia;112.09;16/06/2025
exp_user_3076;control;0;desktop;Mexico;208.13;29/04/2025
exp_user_3077;control;0;desktop;Argentina;273.92;14/02/2025
exp_user_3078;tratamiento;0;mobile;Argentina;179.05;27/02/2025
exp_user_3079;control;1;mobile;Colombia;289.61;8/03/2025
exp_user_3080;control;0;mobile;Argentina;128.37;1/01/2025
exp_user_3081;control;0;desktop;Mexico;154.96;22/05/2025
exp_user_3082;control;0;desktop;Colombia;50.33;11/01/2025
exp_user_3083;control;0;mobile;Argentina;34.77;9/04/2025
exp_user_3084;tratamiento;0;mobile;Mexico;49.77;18/06/2025
exp_user_3085;control;0;desktop;Mexico;29.77;28/05/2025
exp_user_3086;tratamiento;0;desktop;Mexico;290.6;12/02/2025
exp_user_3087;control;0;desktop;Colombia;187.51;24/02/2025
exp_user_3088;tratamiento;0;desktop;Argentina;187.67;19/01/2025
exp_user_3089;tratamiento;1;desktop;Argentina;281.09;15/03/2025
exp_user_3090;control;0;mobile;Argentina;45.65;7/06/2025
exp_user_3091;control;0;desktop;Argentina;87.41;26/04/2025
exp_user_3092;tratamiento;1;mobile;Colombia;26.9;3/04/2025
exp_user_3093;tratamiento;0;desktop;Argentina;168.7;23/01/2025
exp_user_3094;tratamiento;1;desktop;Argentina;20.35;9/01/2025
exp_user_3095;control;0;desktop;Mexico;57.36;20/01/2025
exp_user_3096;tratamiento;1;desktop;Argentina;89.94;17/06/2025
exp_user_3097;control;0;mobile;Argentina;49.91;6/04/2025
exp_user_3098;control;0;mobile;Mexico;268.4;24/01/2025
exp_user_3099;control;0;mobile;Colombia;199.16;5/05/2025
exp_user_3100;tratamiento;0;desktop;Colombia;240.39;15/03/2025
exp_user_3101;tratamiento;0;mobile;Argentina;164.11;21/01/2025
exp_user_3102;tratamiento;0;desktop;Argentina;138.03;10/01/2025
exp_user_3103;tratamiento;0;mobile;Mexico;236.89;7/06/2025
exp_user_3104;control;0;desktop;Argentina;255.56;10/02/2025
exp_user_3105;control;0;desktop;Argentina;279.08;1/01/2025
exp_user_3106;control;0;mobile;Colombia;71.04;30/04/2025
exp_user_3107;control;0;mobile;Colombia;268.25;14/01/2025
exp_user_3108;control;0;desktop;Mexico;257.05;2/06/2025
exp_user_3109;control;0;desktop;Colombia;197.46;23/04/2025
exp_user_3110;tratamiento;1;desktop;Mexico;256.63;13/03/2025
exp_user_3111;tratamiento;0;desktop;Colombia;272.59;4/03/2025
exp_user_3112;control;0;desktop;Mexico;42.29;1/01/2025
exp_user_3113;control;0;desktop;Colombia;119.45;14/04/2025
exp_user_3114;tratamiento;1;mobile;Colombia;169.96;28/03/2025
exp_user_3115;control;0;mobile;Argentina;208.23;18/06/2025
exp_user_3116;control;0;desktop;Argentina;126.6;23/04/2025
exp_user_3117;control;1;desktop;Argentina;58.69;4/06/2025
exp_user_3118;tratamiento;0;mobile;Argentina;118.49;29/05/2025
exp_user_3119;control;0;desktop;Colombia;123.5;3/02/2025
exp_user_3120;tratamiento;0;desktop;Argentina;199.83;16/03/2025
exp_user_3121;control;0;mobile;Colombia;137.31;19/01/2025
exp_user_3122;control;0;mobile;Argentina;268.15;26/02/2025
exp_user_3123;control;1;mobile;Colombia;264.09;18/03/2025
exp_user_3124;control;0;desktop;Argentina;130.27;16/04/2025
exp_user_3125;control;0;desktop;Colombia;126.14;22/03/2025
exp_user_3126;control;0;mobile;Mexico;102.64;28/02/2025
exp_user_3127;tratamiento;1;mobile;Mexico;76.91;3/03/2025
exp_user_3128;control;0;mobile;Mexico;299.69;22/01/2025
exp_user_3129;control;0;desktop;Mexico;38.28;4/04/2025
exp_user_3130;tratamiento;0;desktop;Argentina;44.24;11/03/2025
exp_user_3131;tratamiento;0;desktop;Mexico;295.44;20/02/2025
exp_user_3132;control;0;desktop;Colombia;182.51;17/05/2025
exp_user_3133;tratamiento;0;mobile;Argentina;146.82;17/06/2025
exp_user_3134;control;0;mobile;Colombia;37.41;18/01/2025
exp_user_3135;tratamiento;0;mobile;Colombia;208.03;27/02/2025
exp_user_3136;tratamiento;1;mobile;Mexico;48.74;25/01/2025
exp_user_3137;control;0;mobile;Mexico;22.63;25/02/2025
exp_user_3138;tratamiento;1;mobile;Mexico;137.35;4/06/2025
exp_user_3139;control;0;mobile;Argentina;234.02;11/04/2025
exp_user_3140;tratamiento;0;desktop;Argentina;209.57;6/05/2025
exp_user_3141;tratamiento;0;desktop;Mexico;200.79;7/04/2025
exp_user_3142;control;0;desktop;Mexico;30.08;22/01/2025
exp_user_3143;tratamiento;0;mobile;Colombia;240.47;21/01/2025
exp_user_3144;control;0;desktop;Colombia;219.03;6/02/2025
exp_user_3145;tratamiento;1;desktop;Colombia;134.63;15/05/2025
exp_user_3146;control;0;mobile;Mexico;188.39;11/02/2025
exp_user_3147;control;0;mobile;Argentina;56.69;22/01/2025
exp_user_3148;control;0;desktop;Mexico;74.34;7/06/2025
exp_user_3149;control;0;mobile;Mexico;270.56;26/03/2025
exp_user_3150;control;0;mobile;Mexico;169.1;4/04/2025
exp_user_3151;tratamiento;0;mobile;Argentina;203.42;19/02/2025
exp_user_3152;tratamiento;0;desktop;Mexico;260.61;24/01/2025
exp_user_3153;tratamiento;1;mobile;Argentina;104.08;24/01/2025
exp_user_3154;control;1;mobile;Colombia;132.32;15/02/2025
exp_user_3155;tratamiento;0;mobile;Mexico;29.74;5/04/2025
exp_user_3156;control;0;desktop;Argentina;261.08;27/02/2025
